Hugo_Symbol	P-0012648-T01-IM5	P-0022844-T02-IM6	P-0026987-T01-IM6	P-0030104-T01-IM6	P-0033579-T01-IM6	P-0005975-T01-IM5	P-0018692-T01-IM6	P-0022830-T01-IM6	P-0036310-T01-IM6	P-0015358-T01-IM6	P-0029624-T01-IM6	P-0027018-T01-IM6	P-0036639-T01-IM6	P-0016309-T01-IM6	P-0032682-T01-IM6	P-0017594-T01-IM5	P-0016613-T04-IM6	P-0016504-T01-IM6	P-0021329-T01-IM6	P-0022427-T01-IM6	P-0026262-T02-IM6	P-0029583-T01-IM6	P-0003785-T01-IM5	P-0027353-T01-IM6	P-0030869-T01-IM6	P-0028627-T01-IM6	P-0005942-T01-IM5	P-0010169-T01-IM5	P-0023102-T01-IM6	P-0007896-T01-IM5	P-0022353-T01-IM6	P-0012111-T01-IM5	P-0024045-T01-IM6	P-0032676-T01-IM6	P-0017534-T01-IM5	P-0021691-T01-IM6	P-0016544-T01-IM6	P-0026187-T01-IM6	P-0028162-T01-IM6	P-0016173-T01-IM6	P-0028936-T01-IM6	P-0013511-T01-IM5	P-0015815-T01-IM6	P-0023780-T01-IM6	P-0006085-T01-IM5	P-0019676-T01-IM6	P-0004730-T01-IM5	P-0012788-T01-IM5	P-0013759-T01-IM5	P-0030453-T01-IM6	P-0017904-T01-IM6	P-0019495-T01-IM6	P-0012151-T01-IM5	P-0023552-T01-IM6	P-0015592-T01-IM6	P-0007004-T01-IM5	P-0023471-T01-IM6	P-0033325-T01-IM6	P-0034215-T01-IM6	P-0014502-T01-IM6	P-0015601-T01-IM6	P-0014878-T01-IM6	P-0028377-T01-IM6	P-0013531-T01-IM5	P-0020780-T01-IM6	P-0016368-T01-IM6	P-0025936-T01-IM6	P-0018881-T01-IM6	P-0010841-T01-IM5	P-0025722-T01-IM6	P-0014011-T01-IM5	P-0024066-T01-IM6	P-0029180-T02-IM6	P-0012540-T01-IM5	P-0004105-T01-IM5	P-0020177-T01-IM6	P-0034604-T01-IM6	P-0021429-T01-IM6	P-0023161-T01-IM6	P-0027131-T01-IM6	P-0013993-T01-IM5	P-0012439-T01-IM5	P-0002949-T01-IM3	P-0024228-T01-IM6	P-0029663-T01-IM6	P-0012089-T01-IM5	P-0017991-T01-IM6	P-0032635-T01-IM6	P-0013813-T01-IM5	P-0031707-T01-IM6	P-0015431-T01-IM6	P-0011461-T01-IM5	P-0031740-T01-IM6	P-0029402-T01-IM6	P-0030990-T03-IM6	P-0025566-T01-IM6	P-0006139-T01-IM5	P-0024401-T01-IM6	P-0033406-T01-IM6	P-0009462-T01-IM5	P-0007916-T01-IM5	P-0023406-T02-IM6	P-0031081-T01-IM6	P-0014906-T01-IM6	P-0010404-T01-IM5	P-0014990-T01-IM6	P-0000627-T02-IM5	P-0016867-T01-IM6	P-0019612-T02-IM6	P-0027709-T01-IM6	P-0033841-T01-IM6	P-0004882-T01-IM5	P-0024758-T01-IM6	P-0003323-T01-IM5	P-0009823-T01-IM5	P-0006127-T01-IM5	P-0028841-T01-IM6	P-0009742-T01-IM5	P-0031046-T01-IM6	P-0018761-T01-IM6	P-0007050-T01-IM5	P-0014266-T01-IM6	P-0035278-T01-IM6	P-0019469-T01-IM6	P-0013867-T01-IM5	P-0000867-T01-IM3	P-0013295-T01-IM5	P-0030694-T01-IM6	P-0011005-T01-IM5	P-0028486-T01-IM6	P-0015352-T01-IM6	P-0018654-T02-IM6	P-0012649-T01-IM5	P-0013376-T01-IM5	P-0026786-T01-IM6	P-0009092-T01-IM5	P-0029294-T01-IM6	P-0009957-T01-IM5	P-0032689-T01-IM6	P-0005694-T01-IM5	P-0024090-T01-IM6	P-0024200-T01-IM6	P-0017546-T01-IM5	P-0032231-T01-IM6	P-0038206-T01-IM6	P-0009702-T01-IM5	P-0037833-T01-IM6	P-0012894-T01-IM5	P-0005580-T01-IM5	P-0028111-T01-IM6	P-0022186-T01-IM6	P-0025411-T01-IM6	P-0020776-T01-IM6	P-0013966-T01-IM5	P-0034948-T01-IM6	P-0009963-T01-IM5	P-0010359-T01-IM5	P-0025330-T06-IM6	P-0005927-T01-IM5	P-0010785-T01-IM5	P-0013705-T01-IM5	P-0029357-T02-IM6	P-0013338-T01-IM5	P-0016172-T01-IM6	P-0027826-T01-IM6	P-0018043-T01-IM6	P-0019597-T01-IM6	P-0009937-T01-IM5	P-0038834-T01-IM6	P-0019111-T01-IM6	P-0029115-T01-IM6	P-0026029-T01-IM6	P-0027615-T02-IM6	P-0016165-T01-IM6	P-0021438-T01-IM6	P-0012065-T01-IM5	P-0007542-T01-IM5	P-0032862-T01-IM6	P-0020521-T01-IM6	P-0019564-T01-IM6	P-0013872-T01-IM5	P-0008577-T02-IM5	P-0017780-T01-IM6	P-0013825-T01-IM5	P-0021227-T01-IM6	P-0024225-T01-IM6	P-0016021-T01-IM6	P-0020782-T01-IM6	P-0036513-T01-IM6	P-0017523-T02-IM6	P-0015112-T01-IM6	P-0014996-T01-IM6	P-0020779-T01-IM6	P-0008601-T01-IM5	P-0008553-T01-IM5	P-0015934-T01-IM6	P-0025931-T01-IM6	P-0033631-T01-IM6	P-0035139-T01-IM6	P-0007545-T01-IM5	P-0014221-T01-IM6	P-0024178-T01-IM6	P-0015018-T01-IM6	P-0017500-T01-IM6	P-0014437-T01-IM6	P-0013708-T01-IM5	P-0029561-T01-IM6	P-0001944-T01-IM3	P-0031737-T01-IM6	P-0019444-T01-IM6	P-0004271-T01-IM5	P-0026708-T01-IM6	P-0014614-T01-IM6	P-0029545-T01-IM6	P-0014222-T01-IM6	P-0026120-T01-IM6	P-0004878-T01-IM5	P-0019329-T01-IM6	P-0033615-T01-IM6	P-0010611-T01-IM5	P-0006115-T01-IM5	P-0004335-T01-IM5	P-0031526-T01-IM6	P-0009590-T01-IM5	P-0024571-T01-IM6	P-0026778-T01-IM6	P-0017976-T01-IM6	P-0026777-T02-IM6	P-0017973-T01-IM6	P-0021718-T01-IM6	P-0020828-T01-IM6	P-0022251-T01-IM6	P-0023219-T01-IM6	P-0010307-T01-IM5	P-0026426-T01-IM6	P-0004858-T01-IM5	P-0018047-T01-IM6	P-0013919-T01-IM5	P-0009260-T01-IM5	P-0019426-T01-IM6	P-0009422-T01-IM5	P-0026968-T01-IM6	P-0036387-T01-IM6	P-0013142-T01-IM5	P-0009194-T01-IM5	P-0031694-T01-IM6	P-0010632-T01-IM5	P-0017803-T01-IM6	P-0010210-T02-IM5	P-0014297-T01-IM6	P-0013702-T01-IM5	P-0034643-T01-IM6	P-0024737-T01-IM6	P-0035869-T01-IM6	P-0006210-T01-IM5	P-0009358-T01-IM5	P-0002768-T02-IM6	P-0017038-T01-IM6	P-0002880-T02-IM6	P-0012161-T01-IM5	P-0016026-T01-IM6	P-0018069-T01-IM6	P-0032534-T01-IM6	P-0035494-T01-IM6	P-0018460-T01-IM6	P-0035469-T01-IM6	P-0025956-T01-IM6	P-0006912-T01-IM5	P-0002534-T01-IM3	P-0008957-T01-IM5	P-0005094-T01-IM5	P-0024035-T01-IM6	P-0021062-T01-IM6	P-0016050-T01-IM6	P-0011157-T01-IM5	P-0036267-T01-IM6	P-0014453-T02-IM6	P-0033380-T01-IM6	P-0027523-T01-IM6	P-0015862-T01-IM6	P-0006421-T01-IM5	P-0025652-T01-IM6	P-0028746-T01-IM6	P-0006028-T01-IM5	P-0031010-T01-IM6	P-0035280-T01-IM6	P-0036637-T01-IM6	P-0011150-T01-IM5	P-0028809-T04-IM6	P-0014805-T01-IM6	P-0014430-T01-IM6	P-0013701-T01-IM5	P-0023704-T01-IM6	P-0005881-T02-IM5	P-0033823-T01-IM6	P-0028096-T01-IM6	P-0004361-T01-IM5	P-0013752-T01-IM5	P-0015256-T01-IM6	P-0009894-T01-IM5	P-0014089-T01-IM5	P-0016471-T01-IM6	P-0028906-T01-IM6	P-0028092-T01-IM6	P-0024483-T01-IM6	P-0010592-T01-IM5	P-0018201-T01-IM6	P-0014525-T01-IM6	P-0032112-T01-IM6	P-0006140-T01-IM5	P-0009289-T01-IM5	P-0021105-T01-IM6	P-0019897-T01-IM6	P-0012746-T01-IM5	P-0028012-T01-IM6	P-0007638-T01-IM5	P-0026688-T01-IM6	P-0007846-T01-IM5	P-0021628-T01-IM6	P-0004860-T01-IM5	P-0010253-T01-IM5	P-0025872-T01-IM6	P-0013978-T02-IM6	P-0022303-T01-IM6	P-0024949-T01-IM6	P-0017437-T01-IM6	P-0018327-T01-IM6	P-0022424-T01-IM6	P-0022578-T02-IM6	P-0008440-T01-IM5	P-0031090-T01-IM6	P-0029016-T01-IM6	P-0020503-T01-IM6	P-0020966-T01-IM6	P-0022505-T01-IM6	P-0032444-T01-IM6	P-0014572-T01-IM6	P-0019982-T01-IM6	P-0015677-T01-IM6	P-0012456-T01-IM5	P-0009633-T01-IM5	P-0011183-T01-IM5	P-0022450-T01-IM6	P-0006768-T01-IM5	P-0023481-T01-IM6	P-0013710-T01-IM5	P-0023207-T01-IM6	P-0021849-T01-IM6	P-0017369-T01-IM6	P-0007121-T01-IM5	P-0026206-T01-IM6	P-0002557-T01-IM3	P-0027860-T01-IM6	P-0023206-T01-IM6	P-0005845-T01-IM5	P-0007779-T01-IM5	P-0007080-T03-IM6	P-0016398-T01-IM6	P-0016036-T01-IM6	P-0032532-T01-IM6	P-0006002-T01-IM5	P-0033926-T01-IM6	P-0019936-T01-IM6	P-0017389-T01-IM6	P-0035135-T01-IM6	P-0014257-T01-IM6	P-0032008-T01-IM6	P-0006640-T01-IM5	P-0025852-T01-IM6	P-0000219-T01-IM3	P-0027848-T01-IM6	P-0016527-T01-IM6	P-0006969-T01-IM5	P-0008292-T01-IM5	P-0019023-T03-IM6	P-0019802-T01-IM6	P-0016204-T01-IM6	P-0023366-T01-IM6	P-0004714-T01-IM5	P-0006747-T01-IM5	P-0032029-T01-IM6	P-0010300-T01-IM5	P-0019418-T01-IM6	P-0012913-T01-IM5	P-0013460-T02-IM5	P-0023574-T01-IM6	P-0012079-T01-IM5	P-0014223-T02-IM6	P-0014612-T01-IM6	P-0023602-T01-IM6	P-0030893-T01-IM6	P-0020570-T01-IM6	P-0013534-T01-IM5	P-0023153-T01-IM6	P-0031031-T01-IM6	P-0003573-T01-IM5	P-0024834-T01-IM6	P-0036032-T01-IM6	P-0004678-T01-IM5	P-0014285-T03-IM6	P-0031139-T01-IM6	P-0025833-T01-IM6	P-0016043-T02-IM6	P-0027093-T01-IM6	P-0014875-T01-IM6	P-0029451-T01-IM6	P-0035140-T01-IM6	P-0016736-T01-IM6	P-0027531-T01-IM6	P-0026292-T01-IM6	P-0035026-T01-IM6	P-0036891-T01-IM6	P-0006793-T01-IM5	P-0027187-T01-IM6	P-0025107-T01-IM6	P-0010328-T01-IM5	P-0003096-T01-IM5	P-0029585-T01-IM6	P-0012739-T02-IM6	P-0033072-T01-IM6	P-0000280-T01-IM3	P-0016378-T01-IM6	P-0024136-T01-IM6	P-0016781-T01-IM6	P-0021861-T01-IM6	P-0036810-T02-IM6	P-0016539-T01-IM6	P-0015073-T01-IM6	P-0017915-T01-IM6	P-0025569-T01-IM6	P-0015368-T01-IM6	P-0031096-T01-IM6	P-0030317-T01-IM6	P-0030094-T03-IM6	P-0032476-T01-IM6	P-0012569-T01-IM5	P-0025354-T01-IM6	P-0022848-T01-IM6	P-0015576-T02-IM6	P-0009042-T01-IM5	P-0015973-T01-IM6	P-0022881-T01-IM6	P-0010522-T01-IM5	P-0011413-T01-IM5	P-0018972-T01-IM6	P-0029324-T01-IM6	P-0012757-T01-IM5	P-0023319-T01-IM6	P-0013794-T01-IM5	P-0012922-T01-IM5	P-0006343-T01-IM5	P-0035488-T01-IM6	P-0017328-T01-IM6	P-0012088-T01-IM5	P-0023248-T01-IM6	P-0015470-T01-IM6	P-0014817-T02-IM6	P-0017049-T01-IM6	P-0003734-T01-IM5	P-0035293-T01-IM6	P-0010980-T01-IM5	P-0020158-T01-IM6	P-0014413-T01-IM6	P-0035240-T01-IM6	P-0008576-T01-IM5	P-0017321-T01-IM6	P-0009920-T01-IM5	P-0025575-T01-IM6	P-0028245-T01-IM6	P-0019131-T01-IM6	P-0015360-T02-IM6	P-0013016-T01-IM5	P-0032170-T01-IM6	P-0033508-T01-IM6	P-0020014-T01-IM6	P-0028947-T01-IM6	P-0020883-T01-IM6	P-0009312-T01-IM5	P-0005190-T01-IM5	P-0030710-T01-IM6	P-0024843-T01-IM6	P-0032479-T01-IM6	P-0029396-T01-IM6	P-0004530-T02-IM6	P-0011041-T01-IM5	P-0033379-T01-IM6	P-0019904-T01-IM6	P-0012308-T01-IM5	P-0022247-T01-IM6	P-0015578-T01-IM6	P-0005567-T01-IM5	P-0032177-T01-IM6	P-0028694-T01-IM6	P-0026045-T01-IM6	P-0033766-T01-IM6	P-0005544-T02-IM5	P-0017322-T03-IM6	P-0014135-T02-IM5	P-0014688-T01-IM6	P-0017633-T01-IM5	P-0013900-T01-IM5	P-0019857-T01-IM6	P-0027196-T01-IM6	P-0019950-T01-IM6	P-0031442-T01-IM6	P-0005194-T01-IM5	P-0019558-T01-IM6	P-0023859-T01-IM6	P-0035922-T01-IM6	P-0008029-T01-IM5	P-0018196-T01-IM6	P-0026830-T03-IM6	P-0031283-T01-IM6	P-0031267-T01-IM6	P-0022527-T01-IM6	P-0008176-T01-IM5	P-0021539-T01-IM6	P-0032644-T01-IM6	P-0035431-T01-IM6	P-0007776-T01-IM5	P-0026697-T01-IM6	P-0025918-T01-IM6	P-0022579-T01-IM6	P-0023745-T01-IM6	P-0012592-T01-IM5	P-0016250-T01-IM6	P-0033749-T01-IM6	P-0016464-T01-IM6	P-0013696-T01-IM5	P-0027812-T01-IM6	P-0007074-T01-IM5	P-0032645-T01-IM6	P-0002544-T01-IM3	P-0010976-T01-IM5	P-0020437-T02-IM6	P-0018969-T01-IM6	P-0009313-T01-IM5	P-0015332-T01-IM6	P-0025546-T01-IM6	P-0010927-T02-IM5	P-0029977-T01-IM6	P-0005198-T01-IM5	P-0020438-T01-IM6	P-0021422-T01-IM6	P-0025409-T01-IM6	P-0036225-T01-IM6	P-0014239-T01-IM6	P-0036744-T01-IM6	P-0011234-T02-IM5	P-0033581-T01-IM6	P-0010741-T01-IM5	P-0020717-T01-IM6	P-0008664-T01-IM5	P-0013509-T01-IM5	P-0018967-T01-IM6	P-0012056-T01-IM5	P-0033068-T01-IM6	P-0024567-T01-IM6	P-0017324-T01-IM6	P-0027817-T01-IM6	P-0006920-T01-IM5	P-0012476-T02-IM6	P-0017448-T01-IM6	P-0021987-T01-IM6	P-0029224-T02-IM6	P-0018007-T01-IM6	P-0018476-T02-IM6	P-0021778-T01-IM6	P-0028916-T02-IM6	P-0015454-T01-IM6	P-0009643-T01-IM5	P-0035731-T01-IM6	P-0015388-T01-IM6	P-0012664-T01-IM5	P-0013273-T02-IM5	P-0021236-T01-IM6	P-0022453-T01-IM6	P-0010675-T01-IM5	P-0015056-T01-IM6	P-0007328-T01-IM5	P-0010133-T01-IM5	P-0011236-T01-IM5	P-0025451-T01-IM6	P-0010131-T01-IM5	P-0009975-T01-IM5	P-0006485-T01-IM5	P-0021191-T01-IM6	P-0030626-T01-IM6	P-0010345-T01-IM5	P-0017231-T01-IM6	P-0010507-T01-IM5	P-0035244-T01-IM6	P-0011327-T02-IM5	P-0007816-T01-IM5	P-0014496-T01-IM6	P-0019436-T01-IM6	P-0014232-T01-IM6	P-0008002-T01-IM5	P-0006060-T01-IM5	P-0005170-T01-IM5	P-0027071-T01-IM6	P-0005873-T01-IM5	P-0018171-T01-IM6	P-0003489-T01-IM5
RB1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MDC1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARAF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PREX2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SOX17	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
